locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_0136	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	148553	149608	+	ABK06890.1			Bcen2424_0136	"transcriptional regulator, AraC family"			1056	351			
Bcen2424_0137	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	149835	150926	-	ABK06891.1			Bcen2424_0137	conserved hypothetical protein			1092	363			
Bcen2424_0138	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	150923	152626	-	ABK06892.1			Bcen2424_0138	thiamine pyrophosphate enzyme domain protein TPP-binding protein			1704	567		3	"00650 Butanoate metabolism [PATH:ko00650]|00660 C5-Branched dibasic acid metabolism [PATH:ko00660]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]|00770 Pantothenate and CoA biosynthesis [PATH:ko00770]"
Bcen2424_0139	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	152905	153366	+	ABK06893.1			Bcen2424_0139	conserved hypothetical protein			462	153			
Bcen2424_0140	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153363	153647	+	ABK06894.1			Bcen2424_0140	"addiction module toxin, RelE/StbE family"			285	94			
Bcen2424_0141	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	153831	154067	+	ABK06895.1			Bcen2424_0141	SpoVT/AbrB-like protein			237	78			
Bcen2424_0142	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	154127	155515	-	ABK06896.1			Bcen2424_0142	L-serine ammonia-lyase			1389	462		3	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00270 Cysteine and methionine metabolism [PATH:ko00270]"
Bcen2424_0143	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	155546	156688	-	ABK06897.1			Bcen2424_0143	conserved hypothetical protein			1143	380			
Bcen2424_0144	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	156843	159770	-	ABK06898.1			Bcen2424_0144	glycine dehydrogenase			2928	975		3	"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
Bcen2424_0145	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	159832	160212	-	ABK06899.1			Bcen2424_0145	glycine cleavage system H protein			381	126		3	"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
Bcen2424_0146	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	160339	161544	-	ABK06900.1			Bcen2424_0146	glycine cleavage system T protein			1206	401		3	"00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]|00670 One carbon pool by folate [PATH:ko00670]"
Bcen2424_0147	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	161928	162293	-	ABK06901.1			Bcen2424_0147	conserved hypothetical protein			366	121			
Bcen2424_0148	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	162515	163567	-	ABK06902.1			Bcen2424_0148	oxidoreductase domain protein			1053	350			
Bcen2424_0149	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	163959	164666	-	ABK06903.1			Bcen2424_0149	conserved hypothetical protein			708	235			
Bcen2424_0150	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	164978	167065	+	ABK06904.1			Bcen2424_0150	UvrD/REP helicase			2088	695			
Bcen2424_0151	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	167175	168062	-	ABK06905.1			Bcen2424_0151	"cytochrome c, class I"			888	295			
Bcen2424_0152	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	168700	169842	+	ABK06906.1			Bcen2424_0152	"phage transcriptional regulator, AlpA"			1143	380			
Bcen2424_0153	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	170343	171272	-	ABK06907.1			Bcen2424_0153	hypothetical protein			930	309			
Bcen2424_0154	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	171556	172761	-	ABK06908.1			Bcen2424_0154	methyl-accepting chemotaxis sensory transducer			1206	401			
Bcen2424_0155	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	172777	173889	-	ABK06909.1			Bcen2424_0155	"porin, Gram-negative type"			1113	370			
Bcen2424_0156	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	174096	174821	-	ABK06910.1			Bcen2424_0156	"transcriptional regulator, GntR family"			726	241			
Bcen2424_0157	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	174992	175417	+	ABK06911.1			Bcen2424_0157	protein of unknown function DUF336			426	141			
Bcen2424_0158	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	175431	176471	+	ABK06912.1			Bcen2424_0158	Aminocarboxymuconate-semialdehyde decarboxylase			1041	346			
Bcen2424_0159	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	176473	177384	+	ABK06913.1			Bcen2424_0159	Glyoxalase/bleomycin resistance protein/dioxygenase			912	303			
Bcen2424_0160	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	177438	178304	+	ABK06914.1			Bcen2424_0160	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase"			867	288			
Bcen2424_0161	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	178301	179893	+	ABK06915.1			Bcen2424_0161	"monooxygenase, FAD-binding protein"			1593	530			
Bcen2424_0162	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	180076	181479	+	ABK06916.1			Bcen2424_0162	major facilitator superfamily MFS_1			1404	467			
Bcen2424_0163	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	181560	182471	+	ABK06917.1			Bcen2424_0163	"transcriptional regulator, LysR family"			912	303			
Bcen2424_0164	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	182532	183452	-	ABK06918.1			Bcen2424_0164	conserved hypothetical protein			921	306			
Bcen2424_0165	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	183649	184551	-	ABK06919.1			Bcen2424_0165	Alpha/beta hydrolase fold-3 domain protein			903	300			
Bcen2424_0166	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	184577	185833	-	ABK06920.1			Bcen2424_0166	amidohydrolase			1257	418			
Bcen2424_0167	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	185870	187057	-	ABK06921.1			Bcen2424_0167	major facilitator superfamily MFS_1			1188	395			
Bcen2424_0168	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	187257	189908	+	ABK06922.1			Bcen2424_0168	alpha-L-rhamnosidase			2652	883			
Bcen2424_0169	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	189884	190468	-	ABK06923.1			Bcen2424_0169	hypothetical protein			585	194			
Bcen2424_0170	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	190575	190850	-	ABK06924.1			Bcen2424_0170	hypothetical protein			276	91			
Bcen2424_0171	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	190969	191502	-	ABK06925.1			Bcen2424_0171	NAD-dependent aldehyde dehydrogenases-like protein			534	177		3	"00640 Propanoate metabolism [PATH:ko00640]|00562 Inositol phosphate metabolism [PATH:ko00562]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00410 beta-Alanine metabolism [PATH:ko00410]"
Bcen2424_0172	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	191783	192226	+	ABK06926.1			Bcen2424_0172	transposase and inactivated derivatives-like protein			444	147			
Bcen2424_0173	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	192223	192594	+	ABK06927.1			Bcen2424_0173	"transposase, IS4 family"			372	123			
Bcen2424_0174	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	192700	193467	+	ABK06928.1			Bcen2424_0174	short-chain dehydrogenase/reductase SDR			768	255		3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]|00333 Prodigiosin biosynthesis [PATH:ko00333]
Bcen2424_0175	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	193504	195177	+	ABK06929.1			Bcen2424_0175	AMP-dependent synthetase and ligase			1674	557			
Bcen2424_0176	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	195174	195920	+	ABK06930.1			Bcen2424_0176	Enoyl-CoA hydratase			747	248			
Bcen2424_0177	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	195917	196720	+	ABK06931.1			Bcen2424_0177	short chain enoyl-CoA hydratase			804	267			
Bcen2424_0178	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	196752	197471	-	ABK06932.1			Bcen2424_0178	"transcriptional regulator, TetR family"			720	239			
Bcen2424_0179	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	197615	198499	+	ABK06933.1			Bcen2424_0179	amidohydrolase 2			885	294			
Bcen2424_0180	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	198609	199871	+	ABK06934.1			Bcen2424_0180	major facilitator superfamily MFS_1			1263	420			
Bcen2424_0181	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	199905	201062	+	ABK06935.1			Bcen2424_0181	outer membrane protein (porin)			1158	385			
Bcen2424_0182	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	201175	202872	+	ABK06936.1			Bcen2424_0182	"Carboxylesterase, type B"			1698	565			
Bcen2424_0183	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	203608	204030	-	ABK06937.1			Bcen2424_0183	"transcriptional regulator, HxlR family"			423	140			
Bcen2424_0184	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	204123	205076	+	ABK06938.1			Bcen2424_0184	NmrA family protein			954	317			
Bcen2424_0185	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	206895	208103	+	ABK06939.1			Bcen2424_0185	hypothetical protein			1209	402			
Bcen2424_0186	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	208321	209628	+	ABK06940.1			Bcen2424_0186	conserved hypothetical protein			1308	435			
Bcen2424_0187	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	209831	210478	+	ABK06941.1			Bcen2424_0187	conserved hypothetical protein			648	215			
Bcen2424_0188	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	210475	211626	+	ABK06942.1			Bcen2424_0188	protein of unknown function DUF955			1152	383			
Bcen2424_0189	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	212767	213036	+	ABK06943.1			Bcen2424_0189	Sel1 domain protein repeat-containing protein			270	89			
Bcen2424_0190	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	213275	213565	+	ABK06944.1			Bcen2424_0190	hypothetical protein			291	96			
Bcen2424_0191	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	213578	214912	+	ABK06945.1			Bcen2424_0191	conserved hypothetical protein			1335	444			
Bcen2424_0192	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	215234	215902	-	ABK06946.1			Bcen2424_0192	hypothetical protein			669	222			
Bcen2424_0193	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	215886	217034	-	ABK06947.1			Bcen2424_0193	hypothetical protein			1149	382			
Bcen2424_0194	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	217031	217984	-	ABK06948.1			Bcen2424_0194	conserved hypothetical protein			954	317			
Bcen2424_0195	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	218500	218814	+	ABK06949.1			Bcen2424_0195	hypothetical protein			315	104			
Bcen2424_0196	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	219131	219466	-	ABK06950.1			Bcen2424_0196	hypothetical protein			336	111			
Bcen2424_0197	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	219607	220080	-	ABK06951.1			Bcen2424_0197	hypothetical protein			474	157			
Bcen2424_0198	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	220256	220585	+	ABK06952.1			Bcen2424_0198	"transcriptional regulator, XRE family"			330	109			
Bcen2424_0199	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	220586	221224	-	ABK06953.1			Bcen2424_0199	conserved hypothetical protein			639	212			
Bcen2424_0200	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	221226	221519	-	ABK06954.1			Bcen2424_0200	plasmid related protein			294	97			
Bcen2424_0201	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	221516	221899	-	ABK06955.1			Bcen2424_0201	hypothetical protein			384	127			
Bcen2424_0202	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	222369	223451	-	ABK06956.1			Bcen2424_0202	conserved hypothetical protein			1083	360			
Bcen2424_0203	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	223448	224398	-	ABK06957.1			Bcen2424_0203	conserved hypothetical protein			951	316			
Bcen2424_0204	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	224462	225457	-	ABK06958.1			Bcen2424_0204	GP47			996	331			
Bcen2424_0205	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	225532	226500	-	ABK06959.1			Bcen2424_0205	conserved hypothetical protein			969	322			
Bcen2424_0206	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	227557	229626	+	ABK06960.1			Bcen2424_0206	ATP-dependent endonuclease of the OLD family-like protein			2070	689			
Bcen2424_0207	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	229619	231355	+	ABK06961.1			Bcen2424_0207	conserved hypothetical protein			1737	578		3	03420 Nucleotide excision repair [PATH:ko03420]|03430 Mismatch repair [PATH:ko03430]
Bcen2424_0208	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	231370	232266	+	ABK06962.1			Bcen2424_0208	conserved hypothetical protein			897	298			
Bcen2424_0209	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	232517	233656	-	ABK06963.1			Bcen2424_0209	phage integrase family protein			1140	379			
Bcen2424_0210	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	233928	235370	-	ABK06964.1			Bcen2424_0210	conserved hypothetical protein			1443	480			
Bcen2424_0211	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	235376	236446	-	ABK06965.1			Bcen2424_0211	conserved hypothetical protein			1071	356			
Bcen2424_0212	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	236447	239479	-	ABK06966.1			Bcen2424_0212	"Integrase, catalytic region"			3033	1010			
Bcen2424_0213	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	240900	241487	-	ABK06967.1			Bcen2424_0213	conserved hypothetical protein			588	195			
Bcen2424_0214	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	241496	242050	-	ABK06968.1			Bcen2424_0214	conserved hypothetical protein			555	184			
Bcen2424_0215	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	242169	242708	+	ABK06969.1			Bcen2424_0215	conserved hypothetical protein			540	179			
Bcen2424_0216	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	242993	243385	+	ABK06970.1			Bcen2424_0216	conserved hypothetical protein			393	130			
Bcen2424_0217	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	244043	245779	+	ABK06971.1			Bcen2424_0217	N-6 DNA methylase			1737	578			
Bcen2424_0218	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	247523	247765	-	ABK06972.1			Bcen2424_0218	hypothetical protein			243	80			
Bcen2424_0219	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	248036	248614	+	ABK06973.1			Bcen2424_0219	conserved hypothetical protein			579	192			
Bcen2424_0220	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	248611	252816	+	ABK06974.1			Bcen2424_0220	helicase domain protein			4206	1401			
Bcen2424_0221	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	252818	255043	+	ABK06975.1			Bcen2424_0221	conserved hypothetical protein			2226	741			
Bcen2424_0222	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	255342	257045	-	ABK06976.1			Bcen2424_0222	conserved hypothetical protein			1704	567			
Bcen2424_0223	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	257099	258208	-	ABK06977.1			Bcen2424_0223	conserved hypothetical protein			1110	369			
Bcen2424_0224	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	258444	262238	-	ABK06978.1			Bcen2424_0224	conserved hypothetical protein			3795	1264			
Bcen2424_0225	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	262509	262820	+	ABK06979.1			Bcen2424_0225	hypothetical protein			312	103			
Bcen2424_0226	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	262899	263843	-	ABK06980.1			Bcen2424_0226	conserved hypothetical protein			945	314			
Bcen2424_0227	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264002	264583	+	ABK06981.1			Bcen2424_0227	conserved hypothetical protein			582	193			
Bcen2424_0228	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264588	264992	+	ABK06982.1			Bcen2424_0228	conserved hypothetical protein			405	134			
Bcen2424_0229	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	264989	265804	+	ABK06983.1			Bcen2424_0229	protein of unknown function DUF955			816	271			
Bcen2424_0230	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	266095	266481	-	ABK06984.1			Bcen2424_0230	conserved hypothetical protein			387	128			
Bcen2424_0231	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	266987	268591	+	ABK06985.1			Bcen2424_0231	conserved hypothetical protein			1605	534			
Bcen2424_0232	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	268800	270749	+	ABK06986.1			Bcen2424_0232	TPR repeat-containing protein			1950	649			
Bcen2424_0233	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	270816	271568	+	ABK06987.1			Bcen2424_0233	conserved hypothetical protein			753	250			
Bcen2424_0234	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	271676	272089	-	ABK06988.1			Bcen2424_0234	conserved hypothetical protein			414	137			
Bcen2424_0235	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	272584	273405	-	ABK06989.1			Bcen2424_0235	conserved hypothetical protein			822	273			
Bcen2424_0236	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	273509	273973	-	ABK06990.1			Bcen2424_0236	GCN5-related N-acetyltransferase			465	154			
Bcen2424_0237	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	273970	275118	-	ABK06991.1			Bcen2424_0237	DegT/DnrJ/EryC1/StrS aminotransferase			1149	382			
Bcen2424_0238	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	275143	277485	-	ABK06992.1			Bcen2424_0238	Tetratricopeptide TPR_2 repeat protein			2343	780			
Bcen2424_0239	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	277747	278046	-	ABK06993.1			Bcen2424_0239	conserved hypothetical protein			300	99			
