"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_0184","ABK06938.1","NmrA family protein","1"," 204123"," 205076","+","  954"," 317","Primary Assembly",NA,""
"Bcen2424_0185","ABK06939.1","hypothetical protein","1"," 206895"," 208103","+"," 1209"," 402","Primary Assembly",NA,""
"Bcen2424_0186","ABK06940.1","conserved hypothetical protein","1"," 208321"," 209628","+"," 1308"," 435","Primary Assembly",NA,""
"Bcen2424_0187","ABK06941.1","conserved hypothetical protein","1"," 209831"," 210478","+","  648"," 215","Primary Assembly",NA,""
"Bcen2424_0188","ABK06942.1","protein of unknown function DUF955","1"," 210475"," 211626","+"," 1152"," 383","Primary Assembly",NA,""
"Bcen2424_0189","ABK06943.1","Sel1 domain protein repeat-containing protein","1"," 212767"," 213036","+","  270","  89","Primary Assembly",NA,""
"Bcen2424_0190","ABK06944.1","hypothetical protein","1"," 213275"," 213565","+","  291","  96","Primary Assembly",NA,""
"Bcen2424_0191","ABK06945.1","conserved hypothetical protein","1"," 213578"," 214912","+"," 1335"," 444","Primary Assembly",NA,""
"Bcen2424_0192","ABK06946.1","hypothetical protein","1"," 215234"," 215902","-","  669"," 222","Primary Assembly",NA,""
"Bcen2424_0193","ABK06947.1","hypothetical protein","1"," 215886"," 217034","-"," 1149"," 382","Primary Assembly",NA,""
"Bcen2424_0194","ABK06948.1","conserved hypothetical protein","1"," 217031"," 217984","-","  954"," 317","Primary Assembly",NA,""
"Bcen2424_0195","ABK06949.1","hypothetical protein","1"," 218500"," 218814","+","  315"," 104","Primary Assembly",NA,""
"Bcen2424_0196","ABK06950.1","hypothetical protein","1"," 219131"," 219466","-","  336"," 111","Primary Assembly",NA,""
"Bcen2424_0197","ABK06951.1","hypothetical protein","1"," 219607"," 220080","-","  474"," 157","Primary Assembly",NA,""
"Bcen2424_0198","ABK06952.1","transcriptional regulator, XRE family","1"," 220256"," 220585","+","  330"," 109","Primary Assembly",NA,""
"Bcen2424_0199","ABK06953.1","conserved hypothetical protein","1"," 220586"," 221224","-","  639"," 212","Primary Assembly",NA,""
"Bcen2424_0200","ABK06954.1","plasmid related protein","1"," 221226"," 221519","-","  294","  97","Primary Assembly",NA,""
"Bcen2424_0201","ABK06955.1","hypothetical protein","1"," 221516"," 221899","-","  384"," 127","Primary Assembly",NA,""
"Bcen2424_0202","ABK06956.1","conserved hypothetical protein","1"," 222369"," 223451","-"," 1083"," 360","Primary Assembly",NA,""
"Bcen2424_0203","ABK06957.1","conserved hypothetical protein","1"," 223448"," 224398","-","  951"," 316","Primary Assembly",NA,""
"Bcen2424_0204","ABK06958.1","GP47","1"," 224462"," 225457","-","  996"," 331","Primary Assembly",NA,""
"Bcen2424_0205","ABK06959.1","conserved hypothetical protein","1"," 225532"," 226500","-","  969"," 322","Primary Assembly",NA,""
"Bcen2424_0206","ABK06960.1","ATP-dependent endonuclease of the OLD family-like protein","1"," 227557"," 229626","+"," 2070"," 689","Primary Assembly",NA,""
"Bcen2424_0207","ABK06961.1","conserved hypothetical protein","1"," 229619"," 231355","+"," 1737"," 578","Primary Assembly"," 3","03420 Nucleotide excision repair PATH:ko03420 - 03430 Mismatch repair PATH:ko03430"
"Bcen2424_0208","ABK06962.1","conserved hypothetical protein","1"," 231370"," 232266","+","  897"," 298","Primary Assembly",NA,""
"Bcen2424_0209","ABK06963.1","phage integrase family protein","1"," 232517"," 233656","-"," 1140"," 379","Primary Assembly",NA,""
"Bcen2424_0210","ABK06964.1","conserved hypothetical protein","1"," 233928"," 235370","-"," 1443"," 480","Primary Assembly",NA,""
"Bcen2424_0211","ABK06965.1","conserved hypothetical protein","1"," 235376"," 236446","-"," 1071"," 356","Primary Assembly",NA,""
"Bcen2424_0212","ABK06966.1","Integrase, catalytic region","1"," 236447"," 239479","-"," 3033","1010","Primary Assembly",NA,""
"Bcen2424_0213","ABK06967.1","conserved hypothetical protein","1"," 240900"," 241487","-","  588"," 195","Primary Assembly",NA,""
"Bcen2424_0214","ABK06968.1","conserved hypothetical protein","1"," 241496"," 242050","-","  555"," 184","Primary Assembly",NA,""
"Bcen2424_0215","ABK06969.1","conserved hypothetical protein","1"," 242169"," 242708","+","  540"," 179","Primary Assembly",NA,""
"Bcen2424_0216","ABK06970.1","conserved hypothetical protein","1"," 242993"," 243385","+","  393"," 130","Primary Assembly",NA,""
"Bcen2424_0217","ABK06971.1","N-6 DNA methylase","1"," 244043"," 245779","+"," 1737"," 578","Primary Assembly",NA,""
"Bcen2424_0218","ABK06972.1","hypothetical protein","1"," 247523"," 247765","-","  243","  80","Primary Assembly",NA,""
"Bcen2424_0219","ABK06973.1","conserved hypothetical protein","1"," 248036"," 248614","+","  579"," 192","Primary Assembly",NA,""
"Bcen2424_0220","ABK06974.1","helicase domain protein","1"," 248611"," 252816","+"," 4206","1401","Primary Assembly",NA,""
"Bcen2424_0221","ABK06975.1","conserved hypothetical protein","1"," 252818"," 255043","+"," 2226"," 741","Primary Assembly",NA,""
"Bcen2424_0222","ABK06976.1","conserved hypothetical protein","1"," 255342"," 257045","-"," 1704"," 567","Primary Assembly",NA,""
"Bcen2424_0223","ABK06977.1","conserved hypothetical protein","1"," 257099"," 258208","-"," 1110"," 369","Primary Assembly",NA,""
"Bcen2424_0224","ABK06978.1","conserved hypothetical protein","1"," 258444"," 262238","-"," 3795","1264","Primary Assembly",NA,""
"Bcen2424_0225","ABK06979.1","hypothetical protein","1"," 262509"," 262820","+","  312"," 103","Primary Assembly",NA,""
"Bcen2424_0226","ABK06980.1","conserved hypothetical protein","1"," 262899"," 263843","-","  945"," 314","Primary Assembly",NA,""
"Bcen2424_0227","ABK06981.1","conserved hypothetical protein","1"," 264002"," 264583","+","  582"," 193","Primary Assembly",NA,""
"Bcen2424_0228","ABK06982.1","conserved hypothetical protein","1"," 264588"," 264992","+","  405"," 134","Primary Assembly",NA,""
"Bcen2424_0229","ABK06983.1","protein of unknown function DUF955","1"," 264989"," 265804","+","  816"," 271","Primary Assembly",NA,""
"Bcen2424_0230","ABK06984.1","conserved hypothetical protein","1"," 266095"," 266481","-","  387"," 128","Primary Assembly",NA,""
"Bcen2424_0231","ABK06985.1","conserved hypothetical protein","1"," 266987"," 268591","+"," 1605"," 534","Primary Assembly",NA,""
"Bcen2424_0232","ABK06986.1","TPR repeat-containing protein","1"," 268800"," 270749","+"," 1950"," 649","Primary Assembly",NA,""
"Bcen2424_0233","ABK06987.1","conserved hypothetical protein","1"," 270816"," 271568","+","  753"," 250","Primary Assembly",NA,""
"Bcen2424_0234","ABK06988.1","conserved hypothetical protein","1"," 271676"," 272089","-","  414"," 137","Primary Assembly",NA,""
"Bcen2424_0235","ABK06989.1","conserved hypothetical protein","1"," 272584"," 273405","-","  822"," 273","Primary Assembly",NA,""
"Bcen2424_0236","ABK06990.1","GCN5-related N-acetyltransferase","1"," 273509"," 273973","-","  465"," 154","Primary Assembly",NA,""
"Bcen2424_0237","ABK06991.1","DegT/DnrJ/EryC1/StrS aminotransferase","1"," 273970"," 275118","-"," 1149"," 382","Primary Assembly",NA,""
"Bcen2424_0238","ABK06992.1","Tetratricopeptide TPR_2 repeat protein","1"," 275143"," 277485","-"," 2343"," 780","Primary Assembly",NA,""
"Bcen2424_0239","ABK06993.1","conserved hypothetical protein","1"," 277747"," 278046","-","  300","  99","Primary Assembly",NA,""
"Bcen2424_0240","ABK06994.1","flagellar hook-associated 2 domain protein","1"," 278072"," 279580","-"," 1509"," 502","Primary Assembly",NA,""
"Bcen2424_0241","ABK06995.1","flagellin domain protein","1"," 279713"," 280867","-"," 1155"," 384","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0242","ABK06996.1","SSU ribosomal protein S21P","1"," 281398"," 281610","+","  213","  70","Primary Assembly",NA,""
"Bcen2424_0243","ABK06997.1","TonB-dependent siderophore receptor","1"," 281773"," 283896","-"," 2124"," 707","Primary Assembly",NA,""
"Bcen2424_0244","ABK06998.1","PepSY-associated TM helix domain protein","1"," 284126"," 285364","+"," 1239"," 412","Primary Assembly",NA,""
"Bcen2424_0245","ABK06999.1","DNA-3-methyladenine glycosylase I","1"," 285694"," 286296","-","  603"," 200","Primary Assembly",NA,""
"Bcen2424_0246","ABK07000.1","ATPase, BadF/BadG/BcrA/BcrD type","1"," 286439"," 287320","+","  882"," 293","Primary Assembly",NA,""
"Bcen2424_0247","ABK07001.1","Cof-like hydrolase","1"," 287465"," 288289","+","  825"," 274","Primary Assembly",NA,""
"Bcen2424_0248","ABK07002.1","MIP family channel protein","1"," 288421"," 289164","-","  744"," 247","Primary Assembly",NA,""
"Bcen2424_0249","ABK07003.1","histone family protein nucleoid-structuring protein H-NS","1"," 289464"," 289760","+","  297","  98","Primary Assembly",NA,""
"Bcen2424_0250","ABK07004.1","glycosyl transferase, group 1","1"," 289872"," 290936","-"," 1065"," 354","Primary Assembly",NA,""
"Bcen2424_0251","ABK07005.1","Flagellar transcriptional activator, FlhD subunit","1"," 291598"," 291918","+","  321"," 106","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02024 Quorum sensing PATH:ko02024 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0252","ABK07006.1","Flagellar transcriptional activator, FlhC subunit","1"," 292011"," 292565","+","  555"," 184","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02024 Quorum sensing PATH:ko02024 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0253","ABK07007.1","flagellar motor component-like protein","1"," 292758"," 293618","+","  861"," 286","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0254","ABK07008.1","OmpA/MotB domain protein","1"," 293632"," 294651","+"," 1020"," 339","Primary Assembly"," 3","02030 Bacterial chemotaxis PATH:ko02030 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0255","ABK07009.1","response regulator receiver protein","1"," 294668"," 295045","+","  378"," 125","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0256","ABK07010.1","CheA signal transduction histidine kinases","1"," 295079"," 297349","+"," 2271"," 756","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0257","ABK07011.1","CheW protein","1"," 297380"," 297913","+","  534"," 177","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0258","ABK07012.1","methyl-accepting chemotaxis sensory transducer","1"," 297951"," 299930","+"," 1980"," 659","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0259","ABK07013.1","MCP methyltransferase, CheR-type","1"," 299934"," 300926","+","  993"," 330","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0260","ABK07014.1","CheD","1"," 300983"," 301666","+","  684"," 227","Primary Assembly",NA,""
"Bcen2424_0261","ABK07015.1","response regulator receiver modulated CheB methylesterase","1"," 301672"," 302754","+"," 1083"," 360","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0262","ABK07016.1","response regulator receiver protein","1"," 302822"," 303217","+","  396"," 131","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_0263","ABK07017.1","chemotaxis phosphatase, CheZ","1"," 303220"," 303951","+","  732"," 243","Primary Assembly",NA,""
"Bcen2424_0264","ABK07018.1","conserved hypothetical protein","1"," 304225"," 304728","+","  504"," 167","Primary Assembly",NA,""
"Bcen2424_0265","ABK07019.1","conserved hypothetical protein","1"," 304745"," 305995","+"," 1251"," 416","Primary Assembly",NA,""
"Bcen2424_0266","ABK07020.1","3-demethylubiquinone-9 3-methyltransferase","1"," 306158"," 306655","+","  498"," 165","Primary Assembly",NA,""
"Bcen2424_0267","ABK07021.1","flagellar biosynthetic protein FlhB","1"," 307052"," 308251","+"," 1200"," 399","Primary Assembly",NA,""
"Bcen2424_0268","ABK07022.1","flagellar biosynthesis protein FlhA","1"," 308248"," 310350","+"," 2103"," 700","Primary Assembly",NA,""
"Bcen2424_0269","ABK07023.1","GTP-binding signal recognition particle SRP54, G- domain protein","1"," 310347"," 312125","+"," 1779"," 592","Primary Assembly",NA,""
"Bcen2424_0270","ABK07024.1","flagellar biosynthesis protein, FlhG","1"," 312118"," 312936","+","  819"," 272","Primary Assembly",NA,""
"Bcen2424_0271","ABK07025.1","RNA polymerase, sigma 28 subunit, SigD/FliA/WhiG","1"," 312962"," 313693","+","  732"," 243","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02040 Flagellar assembly PATH:ko02040"
"Bcen2424_0272","ABK07026.1","adenosylhomocysteinase","1"," 313959"," 315377","+"," 1419"," 472","Primary Assembly",NA,""
"Bcen2424_0273","ABK07027.1","membrane protein of unknown function","1"," 315477"," 315830","+","  354"," 117","Primary Assembly",NA,""
"Bcen2424_0274","ABK07028.1","5,10-methylenetetrahydrofolate reductase","1"," 315865"," 316695","+","  831"," 276","Primary Assembly",NA,""
"Bcen2424_0275","ABK07029.1","Amidase","1"," 316801"," 318279","-"," 1479"," 492","Primary Assembly"," 3","00330 Arginine and proline metabolism PATH:ko00330 - 00360 Phenylalanine metabolism PATH:ko00360 - 00380 Tryptophan metabolism PATH:ko00380 - 00627 Aminobenzoate degradation PATH:ko00627 - 00643 Styrene degradation PATH:ko00643"
"Bcen2424_0276","ABK07030.1","Carboxymethylenebutenolidase","1"," 318361"," 319053","-","  693"," 230","Primary Assembly"," 3","00364 Fluorobenzoate degradation PATH:ko00364 - 00361 Chlorocyclohexane and chlorobenzene degradation PATH:ko00361 - 00623 Toluene degradation PATH:ko00623"
"Bcen2424_0277","ABK07031.1","2-nitropropane dioxygenase, NPD","1"," 319276"," 320358","+"," 1083"," 360","Primary Assembly",NA,""
"Bcen2424_0278","ABK07032.1","amino acid/amide ABC transporter substrate-binding protein, HAAT family","1"," 320762"," 321937","+"," 1176"," 391","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_0279","ABK07033.1","major facilitator superfamily MFS_1","1"," 322037"," 323254","-"," 1218"," 405","Primary Assembly",NA,""
"Bcen2424_0280","ABK07034.1","pyridoxamine 5'-phosphate oxidase-related, FMN-binding protein","1"," 323442"," 324101","+","  660"," 219","Primary Assembly",NA,""
"Bcen2424_0281","ABK07035.1","histone family protein nucleoid-structuring protein H-NS","1"," 324459"," 324752","+","  294","  97","Primary Assembly",NA,""
"Bcen2424_0282","ABK07036.1","cation diffusion facilitator family transporter","1"," 324996"," 326153","+"," 1158"," 385","Primary Assembly",NA,""
"Bcen2424_0283","ABK07037.1","transcriptional regulator, AsnC family","1"," 326224"," 326694","-","  471"," 156","Primary Assembly",NA,""
"Bcen2424_0284","ABK07038.1","conserved hypothetical protein","1"," 326774"," 327433","-","  660"," 219","Primary Assembly",NA,""
"Bcen2424_0285","ABK07039.1","beta-lactamase domain protein","1"," 327430"," 328074","-","  645"," 214","Primary Assembly",NA,""
"Bcen2424_0286","ABK07040.1","rare lipoprotein A","1"," 328700"," 329341","+","  642"," 213","Primary Assembly",NA,""
"Bcen2424_0287","ABK07041.1","conserved hypothetical protein","1"," 329411"," 329740","+","  330"," 109","Primary Assembly",NA,""
"Bcen2424_0288","ABK07042.1","RNA-directed DNA polymerase (Reverse transcriptase)","1"," 329811"," 331178","+"," 1368"," 455","Primary Assembly",NA,""
"Bcen2424_0289","ABK07043.1","Protein of unknown function UPF0011","1"," 331286"," 332116","-","  831"," 276","Primary Assembly",NA,""
"Bcen2424_0290","ABK07044.1","protein of unknown function UPF0102","1"," 332172"," 332648","+","  477"," 158","Primary Assembly",NA,""
"Bcen2424_0291","ABK07045.1","phosphoheptose isomerase","1"," 332785"," 333369","+","  585"," 194","Primary Assembly",NA,""
"Bcen2424_0292","ABK07046.1","transport-associated protein","1"," 333387"," 334187","+","  801"," 266","Primary Assembly",NA,""
"Bcen2424_0293","ABK07047.1","cytochrome c, class I","1"," 334184"," 334537","+","  354"," 117","Primary Assembly",NA,""
"Bcen2424_0294","ABK07048.1","conserved hypothetical protein","1"," 334750"," 335061","-","  312"," 103","Primary Assembly",NA,""
"Bcen2424_0295","ABK07049.1","D-glucarate dehydratase","1"," 335188"," 336585","-"," 1398"," 465","Primary Assembly",NA,""
"Bcen2424_0296","ABK07050.1","d-galactonate transporter","1"," 336648"," 337988","-"," 1341"," 446","Primary Assembly",NA,""
"Bcen2424_0297","ABK07051.1","transcriptional regulator, LysR family","1"," 338204"," 339181","-","  978"," 325","Primary Assembly",NA,""
"Bcen2424_0298","ABK07052.1","Glutathione S-transferase, C-terminal domain protein","1"," 339188"," 339952","+","  765"," 254","Primary Assembly",NA,""
"Bcen2424_0299","ABK07053.1","conserved hypothetical protein","1"," 340079"," 340711","+","  633"," 210","Primary Assembly",NA,""
"Bcen2424_0300","ABK07054.1","Carotenoid oxygenase","1"," 340727"," 342064","+"," 1338"," 445","Primary Assembly",NA,""
"Bcen2424_0301","ABK07055.1","protein of unknown function DUF214","1"," 342078"," 343244","-"," 1167"," 388","Primary Assembly",NA,""
