locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non.redundant_refseq	related_accession	name	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_3196	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	35486	36613	+	ABK09942.1	NA	NA	arsenical-resistance protein	NA	NA	1128	375	NA	NA	
Bcen2424_5904	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	35579	37027	+	ABK12637.1	NA	NA	Aldehyde dehydrogenase (NAD(+))	NA	NA	1449	482	NA	3	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00053 Ascorbate and aldarate metabolism [PATH:ko00053]|00620 Pyruvate metabolism [PATH:ko00620]|00071 Fatty acid degradation [PATH:ko00071]|00561 Glycerolipid metabolism [PATH:ko00561]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]|00310 Lysine degradation [PATH:ko00310]|00330 Arginine and proline metabolism [PATH:ko00330]|00340 Histidine metabolism [PATH:ko00340]|00380 Tryptophan metabolism [PATH:ko00380]|00410 beta-Alanine metabolism [PATH:ko00410]|00903 Limonene and pinene degradation [PATH:ko00903]|00625 Chloroalkane and chloroalkene degradation [PATH:ko00625]
Bcen2424_0031	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	35641	37008	-	ABK06785.1	NA	NA	periplasmic sensor signal transduction histidine kinase	NA	NA	1368	455	NA	NA	
Bcen2424_3197	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	36661	37401	+	ABK09943.1	NA	NA	NADPH-dependent FMN reductase	NA	NA	741	246	NA	NA	
Bcen2424_0032	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	37097	37954	-	ABK06786.1	NA	NA	binding-protein-dependent transport systems inner membrane component	NA	NA	858	285	NA	NA	
Bcen2424_5905	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	37307	38245	-	ABK12638.1	NA	NA	cysteine synthase	NA	NA	939	312	NA	3	00920 Sulfur metabolism [PATH:ko00920]|00270 Cysteine and methionine metabolism [PATH:ko00270]
Bcen2424_3198	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	37732	39177	+	ABK09944.1	NA	NA	histidine kinase	NA	NA	1446	481	NA	NA	
Bcen2424_0033	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	38014	38811	-	ABK06787.1	NA	NA	ABC transporter related protein	NA	NA	798	265	NA	NA	
Bcen2424_5906	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	38292	38699	-	ABK12639.1	NA	NA	membrane-associated proteins in eicosanoid and glutathione metabolism (MAPEG)	NA	NA	408	135	NA	NA	
Bcen2424_6825	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	38374	39042	+	ABK13554.1	NA	NA	hypothetical protein	NA	NA	669	222	NA	NA	
Bcen2424_5907	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	38922	39788	-	ABK12640.1	NA	NA	NmrA family protein	NA	NA	867	288	NA	NA	
Bcen2424_0034	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	38933	39937	-	ABK06788.1	NA	NA	ABC nitrate/sulfonate/bicarbonate transporter, periplasmic ligand binding protein	NA	NA	1005	334	NA	NA	
Bcen2424_3199	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	39174	39818	+	ABK09945.1	NA	NA	two component transcriptional regulator, LuxR family	NA	NA	645	214	NA	NA	
Bcen2424_6826	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	39295	40737	+	ABK13555.1	NA	NA	protein of unknown function DUF1173	NA	NA	1443	480	NA	NA	
Bcen2424_5908	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	39999	40919	+	ABK12641.1	NA	NA	transcriptional regulator, LysR family	NA	NA	921	306	NA	NA	
Bcen2424_3200	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	40097	40876	+	ABK09946.1	NA	NA	Carbonate dehydratase	NA	NA	780	259	NA	NA	
Bcen2424_0035	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	40123	40905	-	ABK06789.1	NA	NA	flagellar biosynthetic protein FliR	NA	NA	783	260	NA	NA	
Bcen2424_0036	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	40930	41202	-	ABK06790.1	NA	NA	flagellar biosynthetic protein FliQ	NA	NA	273	90	NA	NA	
Bcen2424_5909	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	40981	42033	+	ABK12642.1	NA	NA	transposase, IS605 OrfB family	NA	NA	1053	350	NA	NA	
Bcen2424_3201	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	40990	41700	+	ABK09947.1	NA	NA	porin, opacity type	NA	NA	711	236	NA	NA	
Bcen2424_6827	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	41147	42028	+	ABK13556.1	NA	NA	hypothetical protein	NA	NA	882	293	NA	NA	
Bcen2424_0037	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	41220	41981	-	ABK06791.1	NA	NA	flagellar biosynthetic protein FliP	NA	NA	762	253	NA	NA	
Bcen2424_3202	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	41791	42810	+	ABK09948.1	NA	NA	conserved hypothetical protein	NA	NA	1020	339	NA	NA	
Bcen2424_0038	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	42018	42599	-	ABK06792.1	NA	NA	flagellar biosynthesis protein, FliO	NA	NA	582	193	NA	NA	
Bcen2424_5910	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	42103	43065	-	ABK12643.1	NA	NA	transcriptional regulator, AraC family	NA	NA	963	320	NA	NA	
Bcen2424_0039	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	42596	43084	-	ABK06793.1	NA	NA	flagellar motor switch protein FliN	NA	NA	489	162	NA	3	02030 Bacterial chemotaxis [PATH:ko02030]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_6828	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	42703	43614	+	ABK13557.1	NA	NA	putative uncharacterized conserved protein	NA	NA	912	303	NA	NA	
Bcen2424_3203	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	42807	43475	+	ABK09949.1	NA	NA	multiple antibiotic resistance (MarC)-related protein	NA	NA	669	222	NA	NA	
Bcen2424_0040	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	43077	44075	-	ABK06794.1	NA	NA	flagellar motor switch protein FliM	NA	NA	999	332	NA	3	02030 Bacterial chemotaxis [PATH:ko02030]|02040 Flagellar assembly [PATH:ko02040]
Bcen2424_5911	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	43218	44141	+	ABK12644.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	924	307	NA	NA	
Bcen2424_6829	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	43688	44404	+	ABK13558.1	NA	NA	conserved hypothetical protein	NA	NA	717	238	NA	NA	
Bcen2424_3204	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	43760	45265	+	ABK09950.1	NA	NA	Integrase, catalytic region	NA	NA	1506	501	NA	NA	
Bcen2424_0041	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	44098	44631	-	ABK06795.1	NA	NA	flagellar basal body-associated protein FliL	NA	NA	534	177	NA	NA	
Bcen2424_5912	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	44309	45049	-	ABK12645.1	NA	NA	transcriptional regulator, GntR family	NA	NA	741	246	NA	NA	
Bcen2424_6830	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	44424	45803	+	ABK13559.1	NA	NA	conserved hypothetical protein	NA	NA	1380	459	NA	NA	
Bcen2424_0042	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	44844	45566	-	ABK06796.1	NA	NA	LrgB family protein	NA	NA	723	240	NA	NA	
Bcen2424_5913	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	45046	46428	-	ABK12646.1	NA	NA	aminotransferase	NA	NA	1383	460	NA	NA	
Bcen2424_3205	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	45258	46055	+	ABK09951.1	NA	NA	IstB domain protein ATP-binding protein	NA	NA	798	265	NA	NA	
Bcen2424_0043	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	45580	46053	-	ABK06797.1	NA	NA	LrgA family protein	NA	NA	474	157	NA	NA	
Bcen2424_6831	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	45810	47078	+	ABK13560.1	NA	NA	DNA polymerase III, alpha subunit	NA	NA	1269	422	NA	NA	
Bcen2424_3206	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	46105	46641	-	ABK09952.1	NA	NA	NmrA family protein	NA	NA	537	178	NA	NA	
Bcen2424_0044	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	46195	47121	+	ABK06798.1	NA	NA	transcriptional regulator, LysR family	NA	NA	927	308	NA	NA	
Bcen2424_5914	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	46439	47773	-	ABK12647.1	NA	NA	L-glutamine synthetase	NA	NA	1335	444	NA	3	00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]|00910 Nitrogen metabolism [PATH:ko00910]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]|00220 Arginine biosynthesis [PATH:ko00220]|02020 Two-component system [PATH:ko02020]
Bcen2424_3207	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	46823	47740	-	ABK09953.1	NA	NA	protein of unknown function DUF6, transmembrane	NA	NA	918	305	NA	NA	
Bcen2424_6832	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	47128	50013	+	ABK13561.1	NA	NA	DNA polymerase III, alpha subunit	NA	NA	2886	961	NA	NA	
Bcen2424_0045	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	47146	47532	-	ABK06799.1	NA	NA	PilT protein domain protein	NA	NA	387	128	NA	NA	
Bcen2424_0046	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	47529	47777	-	ABK06800.1	NA	NA	prevent-host-death family protein	NA	NA	249	82	NA	NA	
Bcen2424_3208	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	47840	48751	+	ABK09954.1	NA	NA	transcriptional regulator, LysR family	NA	NA	912	303	NA	NA	
Bcen2424_5915	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	47855	48202	-	ABK12648.1	NA	NA	conserved hypothetical protein	NA	NA	348	115	NA	NA	
Bcen2424_0047	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	47883	49445	-	ABK06801.1	NA	NA	drug resistance transporter, EmrB/QacA subfamily	NA	NA	1563	520	NA	NA	
Bcen2424_5916	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	48274	49038	-	ABK12649.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	765	254	NA	NA	
Bcen2424_3209	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	49093	50340	-	ABK09955.1	NA	NA	Citrate synthase	NA	NA	1248	415	NA	3	00020 Citrate cycle (TCA cycle) [PATH:ko00020]|00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
Bcen2424_5917	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	49180	50097	+	ABK12650.1	NA	NA	transcriptional regulator, LysR family	NA	NA	918	305	NA	NA	
Bcen2424_0048	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	49622	50110	-	ABK06802.1	NA	NA	transcriptional regulator, MarR family	NA	NA	489	162	NA	NA	
Bcen2424_6833	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	50034	50870	-	ABK13562.1	NA	NA	Integrase, catalytic region	NA	NA	837	278	NA	NA	
Bcen2424_5918	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	50232	50576	-	ABK12651.1	NA	NA	regulatory protein, LysR	NA	NA	345	114	NA	NA	
Bcen2424_0049	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	50285	50572	+	ABK06803.1	NA	NA	conserved hypothetical protein	NA	NA	288	95	NA	NA	
Bcen2424_3210	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	50401	50793	-	ABK09956.1	NA	NA	Glyoxalase/bleomycin resistance protein/dioxygenase	NA	NA	393	130	NA	NA	
Bcen2424_5919	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	50634	51371	-	ABK12652.1	NA	NA	amino acid ABC transporter substrate-binding protein, PAAT family	NA	NA	738	245	NA	NA	
Bcen2424_3211	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	50841	52127	-	ABK09957.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1287	428	NA	NA	
Bcen2424_0050	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	50854	52425	+	ABK06804.1	NA	NA	RND efflux system, outer membrane lipoprotein, NodT family	NA	NA	1572	523	NA	NA	
Bcen2424_6834	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	50867	51268	-	ABK13563.1	NA	NA	transposase IS3/IS911 family protein	NA	NA	402	133	NA	NA	
Bcen2424_6835	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	51305	52426	-	ABK13564.1	NA	NA	phage integrase family protein	NA	NA	1122	373	NA	NA	
Bcen2424_5920	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	51588	52499	-	ABK12653.1	NA	NA	ABC transporter related protein	NA	NA	912	303	NA	NA	
Bcen2424_3212	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	52222	52980	-	ABK09958.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	759	252	NA	NA	
Bcen2424_0051	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	52457	53281	-	ABK06805.1	NA	NA	conserved hypothetical protein	NA	NA	825	274	NA	NA	
Bcen2424_5921	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	52545	53519	-	ABK12654.1	NA	NA	binding-protein-dependent transport systems inner membrane component	NA	NA	975	324	NA	NA	
Bcen2424_6836	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	52629	53282	+	ABK13565.1	NA	NA	conserved hypothetical protein	NA	NA	654	217	NA	NA	
Bcen2424_6837	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	53252	53809	+	ABK13566.1	NA	NA	conserved hypothetical protein	NA	NA	558	185	NA	NA	
Bcen2424_0052	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	53282	53788	-	ABK06806.1	NA	NA	General secretion pathway M protein	NA	NA	507	168	NA	NA	
Bcen2424_3213	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	53294	54256	+	ABK09959.1	NA	NA	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding protein	NA	NA	963	320	NA	NA	
Bcen2424_5922	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	53583	55454	-	ABK12655.1	NA	NA	Amidase	NA	NA	1872	623	NA	3	00220 Arginine biosynthesis [PATH:ko00220]|00791 Atrazine degradation [PATH:ko00791]
Bcen2424_0053	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	53785	55158	-	ABK06807.1	NA	NA	general secretion pathway protein L	NA	NA	1374	457	NA	NA	
Bcen2424_6838	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	53864	54343	+	ABK13567.1	NA	NA	transposase IS3/IS911 family protein	NA	NA	480	159	NA	NA	
Bcen2424_6839	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	54324	54674	+	ABK13568.1	NA	NA	IS66 Orf2 family protein	NA	NA	351	116	NA	NA	
Bcen2424_6840	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	54708	56264	+	ABK13569.1	NA	NA	transposase IS66	NA	NA	1557	518	NA	NA	
Bcen2424_3214	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	54801	55946	+	ABK09960.1	NA	NA	Mandelate racemase/muconate lactonizing enzyme, C-terminal domain protein	NA	NA	1146	381	NA	NA	
Bcen2424_0054	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	55185	56294	-	ABK06808.1	NA	NA	General secretion pathway protein K	NA	NA	1110	369	NA	NA	
Bcen2424_5923	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	55451	59068	-	ABK12656.1	NA	NA	Biotin carboxylation region	NA	NA	3618	1205	NA	3	00220 Arginine biosynthesis [PATH:ko00220]|00791 Atrazine degradation [PATH:ko00791]
Bcen2424_3215	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	56029	57351	+	ABK09961.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1323	440	NA	NA	
Bcen2424_0055	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	56297	56995	-	ABK06809.1	NA	NA	general secretion pathway protein	NA	NA	699	232	NA	NA	
Bcen2424_6841	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	56672	57445	+	ABK13570.1	NA	NA	Integrase, catalytic region	NA	NA	774	257	NA	NA	
Bcen2424_0056	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	56973	57374	-	ABK06810.1	NA	NA	general secretion pathway protein I	NA	NA	402	133	NA	NA	
Bcen2424_0057	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	57377	57946	-	ABK06811.1	NA	NA	general secretion pathway protein H	NA	NA	570	189	NA	NA	
Bcen2424_6842	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	57455	57895	+	ABK13571.1	NA	NA	putative insertion sequence transposase protein	NA	NA	441	146	NA	NA	
Bcen2424_3216	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	57495	58202	-	ABK09962.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	708	235	NA	NA	
Bcen2424_6843	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	57892	58713	+	ABK13572.1	NA	NA	IstB domain protein ATP-binding protein	NA	NA	822	273	NA	NA	
Bcen2424_0058	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	57986	58438	-	ABK06812.1	NA	NA	general secretion pathway protein G	NA	NA	453	150	NA	NA	
Bcen2424_3217	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	58227	58523	-	ABK09963.1	NA	NA	conserved hypothetical protein	NA	NA	297	98	NA	NA	
Bcen2424_3218	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	58603	59409	-	ABK09964.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	807	268	NA	NA	
Bcen2424_0059	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	58614	59024	+	ABK06813.1	NA	NA	conserved hypothetical protein	NA	NA	411	136	NA	NA	
Bcen2424_6844	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	58808	59419	-	ABK13573.1	NA	NA	transcriptional regulator, TetR family	NA	NA	612	203	NA	NA	
Bcen2424_0060	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	59062	60279	-	ABK06814.1	NA	NA	general secretion pathway protein F	NA	NA	1218	405	NA	NA	
Bcen2424_5924	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	59157	59813	-	ABK12657.1	NA	NA	conserved hypothetical protein	NA	NA	657	218	NA	NA	
Bcen2424_6845	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	59514	60434	+	ABK13574.1	NA	NA	conserved hypothetical protein	NA	NA	921	306	NA	NA	
Bcen2424_3219	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	59748	60842	+	ABK09965.1	NA	NA	transcriptional regulator, AraC family	NA	NA	1095	364	NA	NA	
Bcen2424_5925	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	59825	60580	-	ABK12658.1	NA	NA	conserved hypothetical protein	NA	NA	756	251	NA	NA	
Bcen2424_0061	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	60284	61783	-	ABK06815.1	NA	NA	type II secretion system protein E (GspE)	NA	NA	1500	499	NA	NA	
Bcen2424_6846	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	60421	61290	+	ABK13575.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	870	289	NA	NA	
Bcen2424_5926	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	60780	61046	+	ABK12659.1	NA	NA	conserved hypothetical protein	NA	NA	267	88	NA	NA	
Bcen2424_3220	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	61126	61530	-	ABK09966.1	NA	NA	protein of unknown function DUF1486	NA	NA	405	134	NA	NA	
Bcen2424_6847	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	61328	62038	+	ABK13576.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	711	236	NA	NA	
Bcen2424_5927	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	61466	62488	+	ABK12660.1	NA	NA	ABC transport system substrate-binding protein	NA	NA	1023	340	NA	NA	
Bcen2424_3221	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	61564	62529	-	ABK09967.1	NA	NA	Alpha/beta hydrolase fold-3 domain protein	NA	NA	966	321	NA	NA	
Bcen2424_0062	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	61780	64104	-	ABK06816.1	NA	NA	general secretion pathway protein D	NA	NA	2325	774	NA	NA	
Bcen2424_6848	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	62118	63068	+	ABK13577.1	NA	NA	Integrase, catalytic region	NA	NA	951	316	NA	NA	
Bcen2424_5928	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	62636	63355	-	ABK12661.1	NA	NA	metallophosphoesterase	NA	NA	720	239	NA	NA	
Bcen2424_3222	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	62692	63609	-	ABK09968.1	NA	NA	transcriptional regulator, LysR family	NA	NA	918	305	NA	NA	
Bcen2424_6849	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	63077	63316	+	ABK13578.1	NA	NA	putative oxidoreductase	NA	NA	240	79	NA	NA	
Bcen2424_6850	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	63557	63793	+	ABK13579.1	NA	NA	conserved hypothetical protein	NA	NA	237	78	NA	NA	
Bcen2424_5929	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	63639	64088	-	ABK12662.1	NA	NA	GCN5-related N-acetyltransferase	NA	NA	450	149	NA	NA	
Bcen2424_3223	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	63747	64511	+	ABK09969.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	765	254	NA	NA	
Bcen2424_6851	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	63849	64475	-	ABK13580.1	NA	NA	hypothetical protein	NA	NA	627	208	NA	NA	
Bcen2424_0063	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	64473	64967	+	ABK06817.1	NA	NA	Lytic transglycosylase, catalytic	NA	NA	495	164	NA	NA	
Bcen2424_5930	with_protein	GCA_000203955.1	Primary Assembly	chromosome	3	CP000460.1	64481	65005	-	ABK12663.1	NA	NA	GCN5-related N-acetyltransferase	NA	NA	525	174	NA	NA	
Bcen2424_3224	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	64595	65302	+	ABK09970.1	NA	NA	Pirin domain protein	NA	NA	708	235	NA	NA	
Bcen2424_6852	with_protein	GCA_000203955.1	Primary Assembly	plasmid	Plasmid1	CP000461.1	64640	67624	-	ABK13581.1	NA	NA	transposase Tn3 family protein	NA	NA	2985	994	NA	NA	
